Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
179,61,56-65,Male,Skirt,Clothing,$43.00 ,Idaho,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly
180,64,56-65,Male,Boots,Footwear,$31.00 ,Illinois,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly
181,51,46-55,Male,Sandals,Footwear,$81.00 ,South Dakota,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly
182,32,26-35,Male,Pants,Clothing,$61.00 ,Massachusetts,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly
183,38,36-45,Male,Gloves,Accessories,$96.00 ,Alabama,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually
184,58,56-65,Male,Skirt,Clothing,$29.00 ,Ohio,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly
185,32,26-35,Male,Sneakers,Footwear,$33.00 ,Hawaii,Cyan,Spring,3,Yes,Express,Yes,Yes,40,Cash,Fortnightly
186,46,46-55,Male,T-shirt,Clothing,$32.00 ,Wisconsin,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly
187,39,36-45,Male,Backpack,Accessories,$56.00 ,Minnesota,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually
188,19,18-25,Male,Shoes,Footwear,$94.00 ,Georgia,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
189,50,46-55,Male,Hoodie,Clothing,$53.00 ,Arkansas,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
190,36,36-45,Male,Blouse,Clothing,$82.00 ,West Virginia,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly
191,65,56-65,Male,Coat,Outerwear,$70.00 ,Indiana,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly
192,64,56-65,Male,Hat,Accessories,$76.00 ,Utah,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
193,46,46-55,Male,Shoes,Footwear,$29.00 ,Nebraska,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly
194,36,36-45,Male,Belt,Accessories,$100.00 ,North Dakota,Silver,Fall,3,Yes,Standard,Yes,Yes,29,Venmo,Annually
195,51,46-55,Male,Backpack,Accessories,$94.00 ,Missouri,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly
196,51,46-55,Male,Jacket,Outerwear,$25.00 ,New York,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly
197,38,36-45,Male,Boots,Footwear,$88.00 ,Washington,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly
198,59,56-65,Male,Scarf,Accessories,$78.00 ,South Carolina,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
199,57,56-65,Male,Jewelry,Accessories,$45.00 ,Utah,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly
200,54,46-55,Male,Hat,Accessories,$73.00 ,Idaho,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly
201,25,18-25,Male,Dress,Clothing,$61.00 ,Pennsylvania,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly
202,69,65+,Male,Blouse,Clothing,$22.00 ,Missouri,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually
203,57,56-65,Male,Hat,Accessories,$38.00 ,Nebraska,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually
204,70,65+,Male,Scarf,Accessories,$38.00 ,Indiana,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly
205,24,18-25,Male,Sneakers,Footwear,$100.00 ,Arizona,Yellow,Fall,4,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
206,67,65+,Male,Shirt,Clothing,$64.00 ,Hawaii,Silver,Winter,3,Yes,Standard,Yes,Yes,25,PayPal,Weekly
207,24,18-25,Male,T-shirt,Clothing,$55.00 ,Wisconsin,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly
208,62,56-65,Male,Gloves,Accessories,$91.00 ,Rhode Island,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly
209,57,56-65,Male,Skirt,Clothing,$38.00 ,Wisconsin,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly
210,55,46-55,Male,Sandals,Footwear,$97.00 ,Minnesota,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months
211,45,36-45,Male,Jacket,Outerwear,$22.00 ,Vermont,Teal,Fall,3,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly
212,69,65+,Male,Skirt,Clothing,$92.00 ,South Dakota,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly
213,67,65+,Male,Handbag,Accessories,$84.00 ,Virginia,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually
214,30,26-35,Male,Handbag,Accessories,$93.00 ,Nevada,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months
215,24,18-25,Male,Jacket,Outerwear,$50.00 ,Hawaii,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months
216,62,56-65,Male,Scarf,Accessories,$64.00 ,New Jersey,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly
217,43,36-45,Male,Shorts,Clothing,$61.00 ,Massachusetts,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly
218,35,26-35,Male,Sunglasses,Accessories,$48.00 ,Oklahoma,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually
219,28,26-35,Male,T-shirt,Clothing,$45.00 ,California,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
220,32,26-35,Male,Belt,Accessories,$88.00 ,Nevada,Cyan,Spring,3,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly
221,39,36-45,Male,Sneakers,Footwear,$57.00 ,Arizona,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly
222,28,26-35,Male,Hat,Accessories,$68.00 ,North Carolina,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly
223,47,46-55,Male,Gloves,Accessories,$94.00 ,New York,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly
224,20,18-25,Male,Pants,Clothing,$41.00 ,Wyoming,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually
225,63,56-65,Male,Socks,Clothing,$83.00 ,South Dakota,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
226,25,18-25,Male,Jacket,Outerwear,$22.00 ,Arkansas,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually
227,29,26-35,Male,Shoes,Footwear,$74.00 ,Texas,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly
228,50,46-55,Male,Jeans,Clothing,$90.00 ,Rhode Island,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly
229,18,18-25,Male,Socks,Clothing,$79.00 ,New Hampshire,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually
230,70,65+,Male,Sandals,Footwear,$28.00 ,Ohio,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months
231,66,65+,Male,Scarf,Accessories,$88.00 ,Utah,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually
232,28,26-35,Male,Blouse,Clothing,$26.00 ,Tennessee,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
233,54,46-55,Male,Jewelry,Accessories,$27.00 ,Hawaii,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
234,19,18-25,Male,Sweater,Clothing,$83.00 ,Arizona,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
235,20,18-25,Male,Gloves,Accessories,$39.00 ,South Dakota,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly
236,43,36-45,Male,Sunglasses,Accessories,$89.00 ,New Jersey,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
237,38,36-45,Male,Coat,Outerwear,$68.00 ,North Dakota,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
238,50,46-55,Male,Dress,Clothing,$90.00 ,Iowa,Beige,Summer,3,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
239,64,56-65,Male,Skirt,Clothing,$34.00 ,Ohio,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually
240,49,46-55,Male,Pants,Clothing,$51.00 ,Vermont,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly
241,47,46-55,Male,Sweater,Clothing,$45.00 ,Montana,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
242,36,36-45,Male,Hoodie,Clothing,$88.00 ,Delaware,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly
243,55,46-55,Male,Coat,Outerwear,$85.00 ,New York,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
244,25,18-25,Male,Jewelry,Accessories,$100.00 ,Kentucky,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
245,53,46-55,Male,Belt,Accessories,$42.00 ,Oregon,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
246,49,46-55,Male,Sandals,Footwear,$53.00 ,Rhode Island,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
247,35,26-35,Male,Sunglasses,Accessories,$86.00 ,Nevada,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly
248,29,26-35,Male,Sweater,Clothing,$66.00 ,Montana,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly
249,47,46-55,Male,Belt,Accessories,$100.00 ,Pennsylvania,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly
250,53,46-55,Male,Handbag,Accessories,$47.00 ,Alaska,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually
251,33,26-35,Male,Skirt,Clothing,$25.00 ,Mississippi,Black,Fall,4,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly
252,21,18-25,Male,Handbag,Accessories,$51.00 ,Wyoming,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually
253,32,26-35,Male,Shorts,Clothing,$41.00 ,Delaware,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly
254,52,46-55,Male,Boots,Footwear,$73.00 ,Oklahoma,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
255,67,65+,Male,Sunglasses,Accessories,$42.00 ,Indiana,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly
256,43,36-45,Male,Scarf,Accessories,$20.00 ,Maryland,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually
257,58,56-65,Male,Jewelry,Accessories,$30.00 ,South Dakota,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months
258,20,18-25,Male,Handbag,Accessories,$53.00 ,West Virginia,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly
259,61,56-65,Male,Gloves,Accessories,$74.00 ,Alabama,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly
260,32,26-35,Male,Jeans,Clothing,$57.00 ,Louisiana,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually
261,38,36-45,Male,Hat,Accessories,$57.00 ,Montana,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
262,21,18-25,Male,Jeans,Clothing,$77.00 ,California,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually
263,37,36-45,Male,Pants,Clothing,$40.00 ,Hawaii,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually
264,27,26-35,Male,Shorts,Clothing,$46.00 ,Iowa,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly
265,36,36-45,Male,Pants,Clothing,$78.00 ,Colorado,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually
266,32,26-35,Male,Backpack,Accessories,$59.00 ,Michigan,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
267,51,46-55,Male,Jewelry,Accessories,$75.00 ,Louisiana,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly
268,64,56-65,Male,Sweater,Clothing,$54.00 ,Maryland,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
269,68,65+,Male,Shoes,Footwear,$42.00 ,Georgia,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly
270,68,65+,Male,Blouse,Clothing,$44.00 ,Georgia,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
271,33,26-35,Male,Jeans,Clothing,$52.00 ,North Dakota,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
272,65,56-65,Male,Sunglasses,Accessories,$69.00 ,Maryland,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly
273,48,46-55,Male,Jewelry,Accessories,$26.00 ,Oregon,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
274,69,65+,Male,Coat,Outerwear,$33.00 ,North Dakota,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly
275,59,56-65,Male,Jewelry,Accessories,$32.00 ,Maryland,Indigo,Spring,3,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
276,48,46-55,Male,Backpack,Accessories,$85.00 ,Virginia,Lavender,Winter,4,Yes,Express,Yes,Yes,13,Credit Card,Weekly
277,25,18-25,Male,Skirt,Clothing,$30.00 ,South Dakota,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly
278,29,26-35,Male,Shirt,Clothing,$29.00 ,Georgia,Green,Winter,3,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
279,57,56-65,Male,Sweater,Clothing,$95.00 ,Hawaii,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually
280,23,18-25,Male,Sneakers,Footwear,$69.00 ,Arkansas,Turquoise,Summer,4,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly
281,45,36-45,Male,Sandals,Footwear,$69.00 ,Montana,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
282,38,36-45,Male,Belt,Accessories,$61.00 ,Oklahoma,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
283,21,18-25,Male,Skirt,Clothing,$94.00 ,Minnesota,Teal,Summer,3,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly
284,32,26-35,Male,Sweater,Clothing,$30.00 ,Montana,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually
285,63,56-65,Male,Skirt,Clothing,$45.00 ,Ohio,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly
286,29,26-35,Male,Handbag,Accessories,$39.00 ,Kentucky,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly
287,27,26-35,Male,Jewelry,Accessories,$51.00 ,Nebraska,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually
288,56,56-65,Male,Scarf,Accessories,$37.00 ,Delaware,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
289,30,26-35,Male,T-shirt,Clothing,$62.00 ,North Carolina,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
290,49,46-55,Male,Coat,Outerwear,$85.00 ,New York,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
291,58,56-65,Male,T-shirt,Clothing,$33.00 ,Colorado,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
292,57,56-65,Male,Dress,Clothing,$26.00 ,Delaware,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
293,60,56-65,Male,Shoes,Footwear,$99.00 ,Utah,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly
294,69,65+,Male,Handbag,Accessories,$39.00 ,Connecticut,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually
295,70,65+,Male,Skirt,Clothing,$20.00 ,New Jersey,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
296,53,46-55,Male,Sunglasses,Accessories,$42.00 ,West Virginia,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
297,25,18-25,Male,Sandals,Footwear,$74.00 ,Indiana,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
298,48,46-55,Male,Shoes,Footwear,$26.00 ,Delaware,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
299,69,65+,Male,T-shirt,Clothing,$53.00 ,Maryland,Lavender,Winter,4,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months
300,25,18-25,Male,Sneakers,Footwear,$80.00 ,Pennsylvania,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly
301,29,26-35,Male,Hat,Accessories,$98.00 ,Iowa,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly
302,46,46-55,Male,Skirt,Clothing,$95.00 ,Pennsylvania,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months
303,37,36-45,Male,Sweater,Clothing,$44.00 ,Delaware,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
304,20,18-25,Male,Sandals,Footwear,$60.00 ,Oregon,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly
305,40,36-45,Male,Dress,Clothing,$84.00 ,Oregon,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
306,60,56-65,Male,Sweater,Clothing,$59.00 ,Utah,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually
307,26,26-35,Male,Jacket,Outerwear,$49.00 ,North Dakota,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually
308,29,26-35,Male,Gloves,Accessories,$32.00 ,Florida,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
309,66,65+,Male,Handbag,Accessories,$29.00 ,Maryland,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly
310,66,65+,Male,Dress,Clothing,$22.00 ,Minnesota,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly
311,56,56-65,Male,Pants,Clothing,$85.00 ,Montana,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly
312,69,65+,Male,Jeans,Clothing,$52.00 ,Rhode Island,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
313,38,36-45,Male,Pants,Clothing,$89.00 ,Massachusetts,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually
314,42,36-45,Male,Dress,Clothing,$77.00 ,Vermont,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
315,30,26-35,Male,Pants,Clothing,$24.00 ,New Jersey,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
316,66,65+,Male,Jewelry,Accessories,$24.00 ,Wisconsin,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually
317,36,36-45,Male,Handbag,Accessories,$22.00 ,California,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly
318,58,56-65,Male,Sweater,Clothing,$82.00 ,West Virginia,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months
319,45,36-45,Male,Backpack,Accessories,$67.00 ,South Dakota,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually
320,47,46-55,Male,Shorts,Clothing,$74.00 ,Maine,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months
321,66,65+,Male,Jewelry,Accessories,$72.00 ,Kansas,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly
322,41,36-45,Male,Sneakers,Footwear,$36.00 ,Vermont,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
323,41,36-45,Male,Belt,Accessories,$95.00 ,Tennessee,Cyan,Winter,3,Yes,Standard,Yes,Yes,47,Credit Card,Monthly
324,66,65+,Male,Hoodie,Clothing,$78.00 ,Tennessee,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly
325,37,36-45,Male,Shirt,Clothing,$82.00 ,Wyoming,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly
326,70,65+,Male,Pants,Clothing,$70.00 ,Vermont,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually
327,62,56-65,Male,Scarf,Accessories,$41.00 ,New Jersey,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly
328,61,56-65,Male,Coat,Outerwear,$42.00 ,Iowa,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly
329,48,46-55,Male,Coat,Outerwear,$50.00 ,Florida,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly
330,70,65+,Male,Socks,Clothing,$31.00 ,Nevada,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly
331,46,46-55,Male,Sweater,Clothing,$51.00 ,North Dakota,Beige,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly
332,31,26-35,Male,Shirt,Clothing,$98.00 ,Florida,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly
333,19,18-25,Male,Shirt,Clothing,$86.00 ,New York,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly
334,39,36-45,Male,Sweater,Clothing,$64.00 ,Alaska,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
335,41,36-45,Male,Blouse,Clothing,$46.00 ,Kansas,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually
336,20,18-25,Male,Sweater,Clothing,$85.00 ,Oregon,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months
337,36,36-45,Male,Hat,Accessories,$81.00 ,Rhode Island,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually
338,32,26-35,Male,Sweater,Clothing,$59.00 ,New Mexico,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually
339,69,65+,Male,Hoodie,Clothing,$79.00 ,Massachusetts,Silver,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly
340,40,36-45,Male,Shorts,Clothing,$33.00 ,Pennsylvania,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months
341,40,36-45,Male,Shorts,Clothing,$47.00 ,New Jersey,Blue,Summer,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months
342,20,18-25,Male,Hat,Accessories,$20.00 ,Utah,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
343,64,56-65,Male,Coat,Outerwear,$36.00 ,Kentucky,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
344,27,26-35,Male,Sandals,Footwear,$39.00 ,Nebraska,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly
345,24,18-25,Male,Skirt,Clothing,$71.00 ,Virginia,Charcoal,Winter,4,Yes,Standard,Yes,Yes,46,Debit Card,Monthly
346,48,46-55,Male,Shoes,Footwear,$59.00 ,Wyoming,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually
347,49,46-55,Male,Jeans,Clothing,$50.00 ,New Mexico,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly
348,36,36-45,Male,Sandals,Footwear,$41.00 ,Oregon,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly
349,56,56-65,Male,Blouse,Clothing,$59.00 ,South Carolina,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly
350,37,36-45,Male,Hat,Accessories,$87.00 ,Arizona,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
351,42,36-45,Male,Sweater,Clothing,$68.00 ,Kentucky,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly
352,28,26-35,Male,Skirt,Clothing,$90.00 ,New York,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly
353,27,26-35,Male,Jeans,Clothing,$71.00 ,Texas,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months
354,63,56-65,Male,Sneakers,Footwear,$64.00 ,Missouri,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly
355,58,56-65,Male,Jewelry,Accessories,$76.00 ,Pennsylvania,Olive,Fall,3,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly
356,37,36-45,Male,Jewelry,Accessories,$42.00 ,Oregon,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months
357,56,56-65,Male,Pants,Clothing,$80.00 ,Nevada,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly
